# Dataplane.org - for operators, by operators
# dnsversion
# 2025-09-30 12:00 - 2025-10-07 12:00
#
# The dnsversion report is free for non-commercial use ONLY.  If you wish
# to discuss commercial use of this service, please contact us at
# info@dataplane.org.  Redistribution of the dnsversion report in whole or
# in part without the express permission of Dataplane.org is expressly
# prohibited.
#
# This report is made possible through the generous support of people
# like you.  Sensor, processing, and distribution systems require
# non-free resources to setup and maintain.  We are always looking for
# financial contributions to help pay the bills and hosting to increase
# visibility.  If you find what we do useful, please consider supporting
# us.
#
# This report is informational.  This is not a block list.  Deriving
# malicious or benign intent for an individual entry in the face of
# NATs, address spoofing, and certain types of Internet activity
# (e.g., surveying research) can be difficult.  The report is provided
# on an as-is basis with no expressed warranty or guarantee of accuracy.
# Use of this data is at your own risk.  If you have questions about
# this report do not hesitate to contact us.
#
# Entries below are records of source IP addresses that have been
# identified as sending DNS CH TXT VERSION.BIND queries.
# Each entry is sorted according to a route originating ASN.  An entry
# for the IP address is listed only once even if there are multiple
# origin AS (MOAS) announcements for the covering prefix.  We use the
# PyASN IP address to ASN mapping service to construct an origin AS
# number and name.  For details about PyASN, see:
#
#   <https://pypi.org/project/pyasn/>.
#
# The report format is as follows:
#
# ASN  |  ASname  |  ipaddr  |  lastseen  |  category
#
# Each field is described below.  Please note any special formatting
# rules to aid in processing this file with automated tools and scripts.
# Blank lines may be present to improve the visual display of this file.
# Lines beginning with a hash ('#') character are comment lines.  All
# other lines are report entries.  Each field is separated by a pipe
# symbol ('|') and at least two whitespace characters on either side.
#
#   ASN        Autonomous system number originating a route for the
#              entry IP address. Note, 4-byte ASNs are supported and
#              will be displayed as a 32-bit integer.  NA is shown if
#              an origin ASN cannot be found.
#
#   ASname     A descriptive network name for the associated ASN.  The
#              name is truncated to 30 characters.  NA is shown if an
#              AS name cannot be found.
#
#   ipaddr     The IPv4 address that is being reported.
#
#   lastseen   A last seen timestamp formatted as YYYY-mm-dd HH:MM:SS
#              in UTC time.
#
#   category   Descriptive tag name for this entry.  For this report,
#              the text dnsversion will appear.
#
# A commented footer section shows an aggregate count of ASNs and
# addresses seen in the current report.
#
174          |  COGENT-174                      |  2.59.22.234      |  2025-10-07 11:31:43  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.216  |  2025-10-02 05:33:20  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.218  |  2025-10-02 04:32:46  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.220  |  2025-10-02 05:43:47  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.221  |  2025-10-02 04:52:28  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.222  |  2025-10-02 05:08:40  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.223  |  2025-10-02 04:49:52  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.224  |  2025-10-02 05:18:21  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.225  |  2025-10-02 05:16:47  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.227  |  2025-10-02 05:43:45  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.229  |  2025-10-02 05:46:53  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.23   |  2025-10-02 05:07:19  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.230  |  2025-10-02 05:26:38  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.232  |  2025-10-02 04:32:55  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.235  |  2025-10-02 05:12:49  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.236  |  2025-10-02 05:02:28  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.238  |  2025-10-02 05:28:26  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.239  |  2025-10-02 04:02:34  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.24   |  2025-10-02 05:16:26  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.240  |  2025-10-02 04:52:51  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.241  |  2025-10-02 04:43:42  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.243  |  2025-10-02 04:41:54  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.244  |  2025-10-02 05:24:45  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.245  |  2025-10-02 04:33:20  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.246  |  2025-10-02 05:46:04  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.247  |  2025-10-02 05:05:19  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.248  |  2025-10-02 05:28:52  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.249  |  2025-10-02 04:58:22  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.25   |  2025-10-02 04:54:17  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.250  |  2025-10-02 04:52:25  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.251  |  2025-10-02 04:47:57  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.252  |  2025-10-02 04:56:16  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.253  |  2025-10-02 05:24:27  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.26   |  2025-10-02 04:02:03  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.28   |  2025-10-02 05:11:40  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.29   |  2025-10-02 05:46:47  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.3    |  2025-10-02 04:27:26  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.31   |  2025-10-02 05:12:53  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.32   |  2025-10-02 05:30:49  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.34   |  2025-10-02 04:01:14  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.36   |  2025-10-02 05:47:23  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.37   |  2025-10-02 05:40:26  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.4    |  2025-10-02 04:05:21  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.40   |  2025-10-02 05:38:42  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.42   |  2025-10-02 05:40:37  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.45   |  2025-10-02 05:31:23  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.50   |  2025-10-02 05:29:55  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.51   |  2025-10-02 04:45:37  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.52   |  2025-10-02 05:30:59  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.53   |  2025-10-02 05:40:09  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.55   |  2025-10-02 04:16:25  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.56   |  2025-10-02 05:44:15  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.57   |  2025-10-02 05:21:47  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.60   |  2025-10-02 05:17:33  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.62   |  2025-10-02 05:33:16  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.63   |  2025-10-02 05:47:00  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.67   |  2025-10-02 05:38:23  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.69   |  2025-10-02 04:22:13  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.7    |  2025-10-02 04:42:18  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.70   |  2025-10-02 05:46:14  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.71   |  2025-10-02 05:27:09  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.73   |  2025-10-02 05:33:10  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.75   |  2025-10-02 05:23:50  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.78   |  2025-10-02 04:29:34  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.79   |  2025-10-02 04:40:50  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.81   |  2025-10-02 04:32:09  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.82   |  2025-10-02 05:18:41  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.84   |  2025-10-02 05:36:04  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.85   |  2025-10-02 04:57:56  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.86   |  2025-10-02 04:19:33  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.87   |  2025-10-02 05:25:48  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.88   |  2025-10-02 04:31:46  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.9    |  2025-10-02 04:24:09  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.92   |  2025-10-02 04:53:15  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.94   |  2025-10-02 05:09:44  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.96   |  2025-10-02 05:25:33  |  dnsversion
208843       |  ALPHASTRIKE-RESEARCH Alpha Str  |  194.187.176.97   |  2025-10-02 05:19:45  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.10   |  2025-10-03 03:21:25  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.100  |  2025-10-06 10:15:01  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.101  |  2025-10-06 20:42:31  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.102  |  2025-10-07 04:50:40  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.103  |  2025-10-06 14:49:30  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.104  |  2025-10-07 08:34:15  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.105  |  2025-10-05 20:32:37  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.106  |  2025-10-02 21:28:39  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.107  |  2025-10-06 11:55:50  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.108  |  2025-10-07 06:37:39  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.109  |  2025-10-06 20:23:06  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.11   |  2025-10-07 01:15:21  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.110  |  2025-10-06 20:33:54  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.111  |  2025-10-07 01:20:44  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.112  |  2025-10-05 04:52:11  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.113  |  2025-10-06 20:35:56  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.114  |  2025-10-07 10:02:07  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.115  |  2025-10-07 05:19:36  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.116  |  2025-10-06 21:18:37  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.117  |  2025-10-05 15:59:47  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.118  |  2025-09-30 20:57:46  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.119  |  2025-10-06 17:53:00  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.12   |  2025-10-06 13:04:22  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.120  |  2025-10-03 19:21:00  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.121  |  2025-10-07 09:03:27  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.122  |  2025-10-04 11:12:39  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.123  |  2025-10-07 10:36:21  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.124  |  2025-10-06 12:39:15  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.125  |  2025-10-04 19:19:27  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.126  |  2025-10-05 08:36:52  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.127  |  2025-10-05 10:44:40  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.128  |  2025-10-06 13:39:07  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.129  |  2025-10-06 11:55:44  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.130  |  2025-10-04 08:49:10  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.131  |  2025-10-06 04:44:30  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.132  |  2025-10-06 14:07:27  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.133  |  2025-10-07 06:16:02  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.134  |  2025-10-04 09:26:22  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.135  |  2025-10-04 21:09:25  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.136  |  2025-10-07 04:12:20  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.137  |  2025-10-04 01:24:13  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.138  |  2025-10-07 11:16:07  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.139  |  2025-10-07 07:40:49  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.14   |  2025-10-07 02:00:02  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.140  |  2025-10-06 10:52:07  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.141  |  2025-10-06 21:10:05  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.142  |  2025-10-06 20:26:18  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.143  |  2025-10-04 01:54:29  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.144  |  2025-10-04 09:18:03  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.145  |  2025-10-03 22:41:45  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.146  |  2025-10-05 16:54:58  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.147  |  2025-10-07 08:52:46  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.148  |  2025-10-07 02:46:02  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.149  |  2025-10-06 13:43:27  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.15   |  2025-10-07 11:24:15  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.150  |  2025-10-06 22:47:12  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.151  |  2025-10-06 23:27:34  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.152  |  2025-10-06 14:04:35  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.153  |  2025-10-07 01:55:45  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.154  |  2025-10-05 17:41:14  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.155  |  2025-10-05 01:51:26  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.156  |  2025-10-07 02:00:07  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.157  |  2025-10-02 02:33:30  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.158  |  2025-10-06 22:02:02  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.159  |  2025-10-06 03:56:26  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.16   |  2025-10-03 13:44:34  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.160  |  2025-10-05 21:39:18  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.161  |  2025-10-07 06:52:36  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.162  |  2025-10-06 02:49:36  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.163  |  2025-10-06 07:03:00  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.164  |  2025-10-07 06:03:25  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.165  |  2025-10-05 03:28:12  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.166  |  2025-10-05 15:09:49  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.167  |  2025-10-05 18:31:04  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.168  |  2025-10-04 23:58:12  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.169  |  2025-10-06 06:06:21  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.17   |  2025-10-07 07:32:14  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.170  |  2025-10-06 20:05:41  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.171  |  2025-10-07 10:30:26  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.172  |  2025-10-04 23:23:00  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.173  |  2025-10-04 09:47:51  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.174  |  2025-10-06 10:59:16  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.176  |  2025-10-06 18:01:50  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.177  |  2025-10-05 16:38:42  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.178  |  2025-10-05 01:17:30  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.179  |  2025-10-04 16:19:21  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.18   |  2025-10-05 10:09:30  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.180  |  2025-10-06 20:03:40  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.181  |  2025-10-04 07:20:57  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.182  |  2025-10-05 20:04:47  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.183  |  2025-10-06 23:47:00  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.184  |  2025-10-07 06:05:32  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.185  |  2025-10-05 20:08:27  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.186  |  2025-10-05 20:55:46  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.187  |  2025-10-05 12:18:27  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.188  |  2025-10-06 10:46:00  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.189  |  2025-10-06 03:41:59  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.19   |  2025-10-06 16:26:51  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.190  |  2025-10-06 01:45:49  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.191  |  2025-10-06 21:24:32  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.192  |  2025-10-06 23:26:36  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.193  |  2025-10-05 23:32:09  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.194  |  2025-10-07 02:40:52  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.195  |  2025-10-05 05:11:30  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.196  |  2025-10-05 04:42:28  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.197  |  2025-10-05 19:53:19  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.198  |  2025-10-05 06:35:49  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.199  |  2025-10-07 06:05:59  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.2    |  2025-10-06 15:53:37  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.20   |  2025-10-07 03:03:22  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.200  |  2025-10-04 14:51:20  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.201  |  2025-10-06 01:59:00  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.202  |  2025-10-07 11:21:07  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.203  |  2025-10-07 03:27:35  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.204  |  2025-10-05 05:20:40  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.205  |  2025-10-02 00:53:11  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.206  |  2025-10-06 18:37:57  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.207  |  2025-10-06 10:59:26  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.208  |  2025-10-07 04:00:07  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.209  |  2025-10-04 11:53:34  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.21   |  2025-10-06 23:39:40  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.210  |  2025-10-02 14:13:15  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.211  |  2025-10-05 21:49:32  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.212  |  2025-10-05 08:30:34  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.213  |  2025-10-07 05:23:01  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.214  |  2025-10-07 06:43:58  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.215  |  2025-10-05 14:18:26  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.216  |  2025-10-06 14:53:29  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.217  |  2025-10-07 05:55:27  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.218  |  2025-10-06 20:15:36  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.219  |  2025-10-05 21:49:00  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.22   |  2025-10-07 08:32:50  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.220  |  2025-10-07 09:04:02  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.221  |  2025-10-06 08:16:09  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.222  |  2025-10-05 22:58:33  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.223  |  2025-10-05 20:09:31  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.224  |  2025-10-06 18:02:32  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.225  |  2025-10-04 11:58:22  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.226  |  2025-10-06 05:09:19  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.227  |  2025-10-06 01:14:25  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.228  |  2025-10-06 09:58:20  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.229  |  2025-10-01 00:07:04  |  dnsversion
211298       |  DRIFTNET Driftnet Ltd           |  185.247.137.23   |  2025-10-03 03:22:34  |  dnsversion
